"ReferenceID"	"Authors"	"Year"	"Title"	"Details"
"Sphenobaiera_asiatica-ref"	"Genkina [Genkina], R. Z."	"1966"	"Iskopaemaya flora i stratigrafiya nizhnemezozoyskikh otlozheniy Issyk-Kul'skoy vpadiny (Severnaya Kirgiziya) [The fossil flora and stratigraphy of the Lower Mesozoic deposits of the Issyk-Kul' basin (Northern Kirghizia)]."	"Nauka, Moskva, 133 pp. (in Russian)"
"Sphenobaiera_dzergalanensis-ref"	"Genkina [Genkina], R. Z."	"1966"	"Iskopaemaya flora i stratigrafiya nizhnemezozoyskikh otlozheniy Issyk-Kul'skoy vpadiny (Severnaya Kirgiziya) [The fossil flora and stratigraphy of the Lower Mesozoic deposits of the Issyk-Kul' basin (Northern Kirghizia)]."	"Nauka, Moskva, 133 pp. (in Russian)"
"Eretmophyllum_ketoviae-ref"	"Gomolitzky [Gomolitskiy], N. P."	"1965"	"Novye sredneyurskie paporotniki i ginkovye iz Gissarskogo khrebta [New ferns and ginkgophytes from the Middle Jurassic of the Hissar mountain range]."	"Paleontologicheskiy Zhurnal, 1965(1):125–132. (in Russian)"
"Eretmophyllum_harrisii-ref"	"Gomolitzky, N. P."	"1987"	"A new species of Eretmophyllum from the Jurassic of Middle Asia."	"Review of Palaeobotany and Palynology, 51 (1987): 127–131."
"Sphenobaiera_kolyvanica-ref"	"Gorelova [Gorelova], S. G., Batjaeva [Batyaeva], S. K."	"1987"	"Novye vidy pozdnepaleozoyskikh i mezozoyskikh rasteniy iz uglenosnykh otlozheniy Angaridy [New species of Late Palaeozoic and Mesozoic plants from the coal-bearing sediments of Angarida]."	"In: Surkov, V. S. (eds), Novye vidy drevnikh rasteniy i bespozvonochnykh fanerozoya Sibiri [New species of ancient plants and invertebrates of the Phanerozoic of Siberia]. Sibirskiy nauchno-issledovatel'skiy institut geologii, geofiziki i mineral'nogo syr'ya (SNIIGGiMS), Novosibirsk, pp. 4–9. (in Russian)"
"Ginkgoites_taeniatus-ref"	"Harris, T. M."	"1935"	"The fossil flora of Scoresby sound east Greenland. Part 4: Ginkgoales, Coniferales, Lycopodiales and Isolated Fructifications."	"C.A. Reitzels Forlag, Cobenhavn, 176 pp."
"Ginkgoites_acosmia-ref"	"Harris, T. M."	"1935"	"The fossil flora of Scoresby Sound, East Greenland."	"Meddelelser om Grønland, 112(1): 1–176."
"Sphenobaiera_boeggildiana-ref"	"Harris, T. M."	"1937"	"The fossil flora of Scoresby Sound East Greenland. Part 5: Stratigraphic relations of the plant beds."	"Meddelelser om Grønland, 112: 1–112."
"Sphenobaiera_pecten-ref"	"Harris, T. M."	"1945"	"Notes on the Jurassic Flora of Yorkshire."	"Annals and Magazine of Natural History, 12(88): 213–234."
"Ginkgo_longifolius-ref"	"Harris, T. M., Millington, W., Miller, J."	"1974"	"The Yorkshire Jurassic flora. IV. Ginkgoales. Czekanowskiales."	"British Museum (Natural History), London, 150 pp."
"Ginkgo_whitbiensis-ref"	"Harris, T. M., Millington, W., Miller, J."	"1974"	"The Yorkshire Jurassic flora. IV. Ginkgoales. Czekanowskiales."	"British Museum (Natural History), London, 150 pp."
"Sphenobaiera_gyron-ref"	"Harris, T. M., Millington, W., Miller, J."	"1974"	"The Yorkshire Jurassic flora. IV. Ginkgoales. Czekanowskiales."	"British Museum (Natural History), London, 150 pp."
"Sphenobaiera_ophioglossum-ref"	"Harris, T. M., Millington, W., Miller, J."	"1974"	"The Yorkshire Jurassic flora. IV. Ginkgoales. Czekanowskiales."	"British Museum (Natural History), London, 150 pp."
"Ginkgo_hermelinii-ref"	"Hartz, N."	"1896"	"Plantefopsteningep fra Cap Stewart i Østgrønland."	"Meddelelser om Grønland, 19: 214–248."
"Ginkgo_digitata-ref"	"Heer, O."	"1874"	"Über Gingko Thumbrg."	"Gartenflora, 23: 260–262 + Taf. 807."
"Ginkgo_adiantoides-ref"	"Heer, O."	"1874"	"Uebersicht der Miocenen Flora der Arctischen zone."	"In: Flora fossilis arctica, vol. III. Zürich, pp. 1–14."
"Ginkgo_pusilla-ref"	"Heer, O."	"1876"	"Beiträge zur Jura-Flora Ostsibiriens und des Amurlandes."	"Bulletin de la Classe historico-philologique de l'Académie impériale des sciences de St.-Pétersbourg, Ser. 17 (22): 1–222."
"Ginkgo_pluripartita-ref"	"Heer, O."	"1881"	"Zur Geschichte der Ginkgo-artigen Bäume."	"Engler's Botanische Jahrbücher, I: 1–14."
"Ginkgo_huttonii-ref"	"Heer, O.,"	"1876"	"Beiträge zur Jura-Flora Ostsibiriens und des Amurlandes."	"Mém. Acad. Imp. Sci. St. Pétersberg, Ser. 17 (22): 1–222."
"Ginkgo_lepida-ref"	"Heer, O.,"	"1876"	"Beiträge zur Jura-Flora Ostsibiriens und des Amurlandes."	"Mém. Acad. Imp. Sci. St. Pétersberg, Ser. 17 (22): 1–222."
"Ginkgo_sibirica-ref"	"Heer, O.,"	"1876"	"Beiträge zur Jura-Flora Ostsibiriens und des Amurlandes."	"Mém. Acad. Imp. Sci. St. Pétersberg, Ser. 17 (22): 1–222."
"Umaltolepis_mongoliensis-ref"	"Herreraa, F., Shib, G., Ichinnorovc, N., Takahashid, M., Bugdaevae, E. V., Herendeena, P. S., Crane, P. R."	"2017"	"The presumed ginkgophyte Umaltolepis has seed-bearing structures resembling those of Peltaspermales and Umkomasiales."	"Proceedings of the National Academy os Sciences of the United States of America, 114 (12): 1–7."
"Ginkgo_samylinae-ref"	"Horiuchi, J., Kimura, T."	"1986"	"Ginkgo tzagajanica Samylina from the Palaeogene Noda Group, Northeast Japan, with special reference to its external morphology and cuticular features."	"Transactions and Proceedings of the Palaeontological Society of Japan, 142: 341–353."
"Sphenobaiera_bifurcata-ref"	"Hsü, J., Chu, Ch., Chen, Y., Hu, Y., Tuan, Sh."	"1974"	"New genera and species of the Late Triassic plants from Yunjen, Yunnan."	"Acta Botanica Sinica, 16(3): 266–278. (in Chinese with English summary)"
"Sphenobaiera_tenuifolia-ref"	"Jain, R. K., Delevoryas, T."	"1967"	"A middle triassic flora from the Cacheuta Formation, Minas de Petroleo, Argentina."	"Palaeontology, 10(4): 564–589."
"Ginkgoxylon_liaoningense-ref"	"Jiang, Z., Wang, Y., Philippe, M., Zhang, Sh."	"2016"	"A Jurassic wood providing insights into the earliest step in Ginkgo wood evolution."	"Scientific Reports 6:38191."
"Ginkgo_parasingularis-ref"	"Kilpper, K."	"1971"	"Über eine Rät/Lias-Floraaus dem nördlichen Abfall des Alburs-gebirges in Nord-Iran."	"Paleontographica, B, 133(4–6): 89–102."
"Sphenobaiera_grandis-ref"	"Kilpper, K."	"1971"	"Über eine Rät/Lias-Floraaus dem nördlichen Abfall des Alburs-gebirges in Nord-Iran."	"Paleontographica, B, 133(4–6): 89–102."
